-8587598724190786860
BlueSunWithTrail:-0.06496435,0.8000332,-0.1533859,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06496435,0.8000332,-0.1533859,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0,1.4,-1,0,0,0,1,1,1,1
-8587598724188287177
BlueSunWithTrail:-0.06496435,0.8000332,-0.1533859,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06496435,0.8000332,-0.1533859,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009944486,1.402202,-1.002116,-0.01389956,-0.0001129845,-0.006650733,0.9998813,1,1,1
-8587598724187974665
BlueSunWithTrail:-0.06535612,0.8005426,-0.152855,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06535612,0.8005426,-0.152855,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009928122,1.402195,-1.002109,-0.01385307,-0.0001584739,-0.006688701,0.9998817,1,1,1
-8587598724187818411
BlueSunWithTrail:-0.0657158,0.8011208,-0.1522862,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0657158,0.8011208,-0.1522862,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009909645,1.402194,-1.002108,-0.01384913,-0.0001621377,-0.006679051,0.9998818,1,1,1
-8587598724187818411
BlueSunWithTrail:-0.0657158,0.8011208,-0.1522862,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0657158,0.8011208,-0.1522862,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009916201,1.402191,-1.002105,-0.01383049,-0.0001608201,-0.006684557,0.999882,1,1,1
-8587598724187662164
BlueSunWithTrail:-0.06604303,0.8017681,-0.1516793,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06604303,0.8017681,-0.1516793,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009917654,1.402192,-1.002106,-0.01383633,-0.0001627425,-0.006685377,0.9998819,1,1,1
-8587598724187505799
BlueSunWithTrail:-0.06633746,0.8024848,-0.1510343,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06633746,0.8024848,-0.1510343,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009908713,1.402188,-1.00211,-0.0139045,-0.0001671029,-0.006681091,0.999881,1,1,1
-8587598724187349570
BlueSunWithTrail:-0.06633746,0.8024848,-0.1510343,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06633746,0.8024848,-0.1510343,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009898702,1.402194,-1.002108,-0.01385005,-0.0001711894,-0.00668358,0.9998817,1,1,1
-8587598724187193302
BlueSunWithTrail:-0.06659868,0.8032714,-0.1503511,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06659868,0.8032714,-0.1503511,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009881444,1.402196,-1.002109,-0.01385855,-0.0001859558,-0.006686168,0.9998816,1,1,1
-8587598724187036948
BlueSunWithTrail:-0.06682627,0.8041284,-0.1496295,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06682627,0.8041284,-0.1496295,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009894781,1.402192,-1.002105,-0.01383668,-0.0001917101,-0.006695018,0.9998819,1,1,1
-8587598724187036948
BlueSunWithTrail:-0.06682627,0.8041284,-0.1496295,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06682627,0.8041284,-0.1496295,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009877002,1.40219,-1.002104,-0.01382553,-0.0001929476,-0.006689369,0.999882,1,1,1
-8587598724186880911
BlueSunWithTrail:-0.06701977,0.8050562,-0.1488694,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06701977,0.8050562,-0.1488694,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009873239,1.402189,-1.002104,-0.01384004,-0.0002010117,-0.00669023,0.9998819,1,1,1
-8587598724186724572
BlueSunWithTrail:-0.06717868,0.8060554,-0.1480706,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06717868,0.8060554,-0.1480706,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009855414,1.402193,-1.002106,-0.01384044,-0.000199112,-0.006682912,0.9998819,1,1,1
-8587598724186568274
BlueSunWithTrail:-0.06717868,0.8060554,-0.1480706,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06717868,0.8060554,-0.1480706,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009855628,1.402198,-1.002111,-0.01387165,-0.0002043667,-0.006687901,0.9998814,1,1,1
-8587598724186412052
BlueSunWithTrail:-0.06730248,0.8071268,-0.1472331,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06730248,0.8071268,-0.1472331,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009840503,1.402198,-1.002111,-0.01387402,-0.0002151556,-0.006685588,0.9998814,1,1,1
-8587598724186255775
BlueSunWithTrail:-0.0673906,0.8082708,-0.1463564,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0673906,0.8082708,-0.1463564,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009838678,1.402198,-1.002112,-0.01387182,-0.0002109532,-0.006687436,0.9998814,1,1,1
-8587598724186099663
BlueSunWithTrail:-0.0673906,0.8082708,-0.1463564,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0673906,0.8082708,-0.1463564,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009869738,1.402193,-1.002106,-0.01383644,-0.0002027205,-0.006697174,0.9998819,1,1,1
-8587598724186099663
BlueSunWithTrail:-0.06744244,0.8094882,-0.1454404,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06744244,0.8094882,-0.1454404,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009865984,1.402194,-1.002108,-0.01384886,-0.000207292,-0.00669827,0.9998817,1,1,1
-8587598724185943250
BlueSunWithTrail:-0.06745736,0.8107799,-0.1444848,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06745736,0.8107799,-0.1444848,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009871721,1.402196,-1.00211,-0.01386362,-0.0002005667,-0.006699144,0.9998814,1,1,1
-8587598724185787026
BlueSunWithTrail:-0.06745736,0.8107799,-0.1444848,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06745736,0.8107799,-0.1444848,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.000982848,1.4022,-1.002113,-0.01388756,-0.0002107667,-0.006671706,0.9998813,1,1,1
-8587598724185630794
BlueSunWithTrail:-0.06743465,0.8121468,-0.1434894,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.06743465,0.8121468,-0.1434894,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009832382,1.402197,-1.00211,-0.01386665,-0.0002096147,-0.006678235,0.9998816,1,1,1
-8587598724185474571
BlueSunWithTrail:-0.0673736,0.8135896,-0.1424537,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0673736,0.8135896,-0.1424537,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009848801,1.402199,-1.002107,-0.01381554,-0.0002142037,-0.006694535,0.9998822,1,1,1
-8587598724185318298
BlueSunWithTrail:-0.0673736,0.8135896,-0.1424537,0,0,0,1,0.009567555,0.009567555,0.009567555
BlueSunWithTrail:-0.0673736,0.8135896,-0.1424537,0,0,0,1,0.009567555,0.009567555,0.009567555
CenterEyeAnchor:0.0009849854,1.402194,-1.002108,-0.01384931,-0.0002148107,-0.006699681,0.9998816,1,1,1
-8587598724185162169
BlueSunWithTrail:-0.0672734,0.8151095,-0.1413775,0,0,0,1,0.009567555,0.009567555,0.009567555
